658697	32877	199	ensembl
658697	45865	222	ensembl
658697	17641	317	ensembl
658697	935	60	ensembl
658697	51368	221	ensembl
658697	18398	205	ensembl
658697	29304	219	ensembl
658697	34049	225	ensembl
658697	47288	211	ensembl
658697	10171	293	ensembl
658697	2991	138	ensembl
658697	309	224	ensembl
658697	19405	109	ensembl
658697	5022	249	ensembl
658697	39858	197	ensembl
658697	32864	197	ensembl
658697	27583	321	ensembl
658697	22778	208	ensembl
658697	41481	208	ensembl
658697	44277	200	ensembl
658697	28206	201	ensembl
658697	37781	204	ensembl
658697	29227	197	ensembl
658697	36504	201	ensembl
658697	34220	321	ensembl
658697	44943	216	ensembl
658697	75160	198	ensembl
658697	41444	200	ensembl
658697	78333	198	ensembl
658697	31960	216	ensembl
658697	34058	204	ensembl
658685	20148	200	ensembl
658685	29299	197	ensembl
658685	26182	153	ensembl
658685	42135	222	ensembl
658685	40078	201	ensembl
658685	15431	216	ensembl
658685	27274	207	ensembl
658685	36454	225	ensembl
658685	25515	219	ensembl
658685	27412	321	ensembl
658685	17240	338	ensembl
658685	1429	60	ensembl
658685	2940	60	ensembl
658685	46049	361	ensembl
658685	50132	198	ensembl
658685	42987	208	ensembl
658685	77165	198	ensembl
658685	28289	361	ensembl
658685	15919	361	ensembl
658685	37762	208	ensembl
658685	42204	361	ensembl
658685	45536	361	ensembl
658731	35442	221	ensembl
658731	42326	216	ensembl
658731	23090	222	ensembl
658731	59821	361	ensembl
658731	45121	200	ensembl
658731	28975	204	ensembl
658731	30318	199	ensembl
658731	37438	201	ensembl
658731	33131	197	ensembl
658731	23407	321	ensembl
658731	33180	48	ensembl
658731	21343	422	ensembl
658731	6252	452	ensembl
658731	9962	449	ensembl
658731	2368	435	ensembl
658731	21961	394	ensembl
658731	577	138	ensembl
658731	2340	445	ensembl
658731	17992	109	ensembl
658731	30179	237	ensembl
658731	80809	240	ensembl
658731	20444	124	ensembl
658731	10620	323	ensembl
658731	8919	186	ensembl
658731	16668	238	ensembl
658731	24595	289	ensembl
658731	21541	383	ensembl
658731	5291	457	ensembl
658731	1571	333	ensembl
658731	4347	288	ensembl
658731	13224	302	ensembl
658731	4245	429	ensembl
658731	49401	211	ensembl
658731	648	397	ensembl
658731	9812	327	ensembl
658731	19945	33	ensembl
658731	13658	303	ensembl
658731	5400	396	ensembl
658731	2577	416	ensembl
658731	12832	292	ensembl
658731	28874	149	ensembl
658731	6516	209	ensembl
658731	13177	209	ensembl
658731	26	60	ensembl
658731	27	60	ensembl
658731	1477	60	ensembl
658731	1478	60	ensembl
658731	1583	60	ensembl
658731	1586	60	ensembl
658731	1569	60	ensembl
658731	389	60	ensembl
658731	18	60	ensembl
658731	83257	198	ensembl
658731	28818	317	ensembl
658731	83047	198	ensembl
658731	28832	317	ensembl
658731	26708	225	ensembl
658731	7494	225	ensembl
658731	3719	225	ensembl
658731	33340	225	ensembl
658731	12066	319	ensembl
658731	814	319	ensembl
658731	30137	284	ensembl
658731	38247	135	ensembl
658731	9716	286	ensembl
658731	18294	147	ensembl
658731	63383	135	ensembl
658731	14003	147	ensembl
658731	10824	286	ensembl
658731	25028	293	ensembl
658731	52867	135	ensembl
658731	25044	293	ensembl
658731	15610	284	ensembl
658731	9899	293	ensembl
658731	2649	284	ensembl
658731	584	98	ensembl
658731	332	98	ensembl
658732	30659	209	ensembl
658732	32238	208	ensembl
658732	81558	198	ensembl
658732	2816	317	ensembl
658732	42499	216	ensembl
658732	39985	204	ensembl
658732	25994	321	ensembl
658732	25633	207	ensembl
658732	25732	219	ensembl
658732	34711	205	ensembl
658732	4513	335	ensembl
658732	54377	307	ensembl
658732	2226	147	ensembl
658732	9044	397	ensembl
658732	11278	80	ensembl
658732	12620	124	ensembl
658732	17709	206	ensembl
658732	3011	302	ensembl
658732	27664	217	ensembl
658732	6228	370	ensembl
658732	160	224	ensembl
658732	19167	286	ensembl
658732	23568	392	ensembl
658732	11691	435	ensembl
658732	20001	422	ensembl
658732	65466	211	ensembl
658732	4279	138	ensembl
658732	85985	240	ensembl
658732	22776	323	ensembl
658732	33271	135	ensembl
658732	14513	187	ensembl
658732	5998	183	ensembl
658732	21154	394	ensembl
658732	34012	237	ensembl
658732	32361	67	ensembl
658732	12081	333	ensembl
658732	1311220	134	ensembl
658732	20153	190	ensembl
658732	9889	191	ensembl
658732	23043	429	ensembl
658732	25463	284	ensembl
658732	20417	416	ensembl
658732	10564	292	ensembl
658732	9215	457	ensembl
658732	11089	303	ensembl
658732	18808	325	ensembl
658732	20094	319	ensembl
658732	17581	407	ensembl
658732	4637	327	ensembl
658732	22047	174	ensembl
658732	13101	180	ensembl
658732	1002	293	ensembl
658732	8722	238	ensembl
658732	27625	184	ensembl
658732	14265	188	ensembl
658732	25565	49	ensembl
658732	107413	155	ensembl
658732	29843	324	ensembl
658732	7694	289	ensembl
658732	17452	189	ensembl
658732	18140	434	ensembl
658732	21715	452	ensembl
658732	10782	288	ensembl
